0,1,2,3,4,5,6,7
-0.08033489976946336,0.9061572411311265,-0.03890017196655481,-2.0009804180592035,2.3995753471452907,-2.3140534783241202,0.08132913423178766,-0.26524368950984795
0.8941925493780785,0.34937036612679323,0.45594592389759175,0.7675012585176374,-0.5341015973895505,-0.8485641151675812,-1.5494833875790617,1.2026539505515341
2.136624085377662,0.7203259881284341,0.42287651786397595,-2.326226118730669,1.3383557869131224,-0.9081155514184519,-0.47927357197335513,-0.4367594711732098
0.7127432474264275,0.36343423419963605,-2.7261504548601816,-1.168364780353994,0.9676832370816818,0.15110899173672376,1.9553107348054508,0.07426362825243821
1.7073813391673225,0.9364017206291603,0.8762988282605848,-0.5118370296202706,-0.042982197706152955,0.7955349722701045,0.5616476047921258,5.080045782665139
1.1665997807769408,1.5079279441523206,0.416503797117214,-1.489922785598852,1.8040757786451198,1.0968199949372441,-1.1926489056799254,-0.48839509114296425
-1.4553312747503997,-2.8667687403253015,0.1686292226893076,-1.1740210894939227,0.5710470526232599,-1.5101323589934363,0.22884451504650308,0.07647506027781505
-1.3114800077766449,-0.4560510161065258,-0.07670644425337109,1.006595727328559,-0.1433226584232292,-0.03352109649188176,0.2648909114400065,-5.3984823249951805
-0.8890284827920065,0.8714863895438664,0.7045110161499452,-0.747657675908609,-0.9637218624634102,-0.4378214530962665,0.529426918082903,0.544036947972907
-1.1455557562025729,-1.798618564726178,-0.48184063534237237,1.8653759580652307,-0.7538839609938957,0.42129956849715233,0.4939329200315151,0.9927874027037747
