0,1,2,3,4,5,6,7,8,9
1.5070952324347793,-0.06309439537244163,3.070852533636685,-1.238458878232283,4.263153791046376,1.3293658468674754,-2.1651109436401814,-6.627113289077509,-0.9987320064012506,-2.902148432764028
